imgs,k2,k3,k4,k5,k6,k7,k8,caption,palette
78862279_2657964110962708_6812098459320704587_n.jpg,1,1,1,1,1,1,1,Dries Van Noten,"[[0.35989803075790405, 0.27686309814453125, 0.20481783151626587], [0.8972770571708679, 0.853866696357727, 0.7615475654602051], [0.9966564178466797, 0.9956989288330078, 0.9924042224884033], [0.6817940473556519, 0.5921998023986816, 0.5133163928985596], [0.9349461197853088, 0.901362419128418, 0.8173493146896362]]"
72307752_437851116904633_6467485489847645563_n.jpg,1,1,1,1,1,1,1,Jean Paul Gaultier via @l_atelier_vintage,"[[0.9977176189422607, 0.9970017671585083, 0.9950044751167297], [0.10522693395614624, 0.07908588647842407, 0.0815778374671936], [0.8560194969177246, 0.7835289835929871, 0.6524436473846436], [0.3615741431713104, 0.3291842043399811, 0.29371654987335205], [0.7004340887069702, 0.5825715065002441, 0.3688983619213104]]"
75379775_2691233024303968_5613116015169093200_n.jpg,2,2,2,2,2,2,2,@emilyhopebranch,"[[0.3184625506401062, 0.2386416494846344, 0.23819425702095032], [0.999430239200592, 0.9994457364082336, 0.9988036751747131], [0.5575363636016846, 0.38419991731643677, 0.5837960839271545], [0.12095522880554199, 0.09609037637710571, 0.08177632093429565], [0.8067641854286194, 0.7586128115653992, 0.6881091594696045]]"
75439575_608057183336352_2543749959999029746_n.jpg,1,1,1,1,1,1,1,@postarchivefaction,"[[0.7779277563095093, 0.7605912089347839, 0.7013328671455383], [0.9978233575820923, 0.9977190494537354, 0.9967057108879089], [0.8788359761238098, 0.8555386662483215, 0.7984469532966614], [0.471054345369339, 0.45441025495529175, 0.39531445503234863], [0.6564942598342896, 0.6494619846343994, 0.5977911353111267]]"
75588033_841560532927975_6599496203922831917_n.jpg,2,2,2,2,2,2,2,#wiremymoney,"[[0.9949508905410767, 0.994286298751831, 0.9948052167892456], [0.2620182931423187, 0.2178666591644287, 0.24156025052070618], [0.10507553815841675, 0.06779086589813232, 0.08711600303649902], [0.7174635529518127, 0.580345869064331, 0.6340216994285583], [0.19891014695167542, 0.15654563903808594, 0.17949619889259338]]"
72291541_617148169090771_1436886765596973033_n.jpg,1,3,3,3,3,3,3,@zionbcouture,"[[0.9985551834106445, 0.9985460638999939, 0.998505711555481], [0.21183672547340393, 0.25023791193962097, 0.28466641902923584], [0.7777450084686279, 0.7542608380317688, 0.757144033908844], [0.5641774535179138, 0.54097580909729, 0.6100708246231079], [0.15000960230827332, 0.16481024026870728, 0.18999844789505005]]"
75358243_450132882339285_5567101573390749512_n.jpg,1,3,3,3,3,3,3,"HIDDEN Cybertree Hoodie
available now 🤝","[[0.998920202255249, 0.9985795617103577, 0.9991262555122375], [0.7813980579376221, 0.7667603492736816, 0.8081086277961731], [0.8540343642234802, 0.840648353099823, 0.879889726638794], [0.25520938634872437, 0.23558855056762695, 0.27820903062820435], [0.6335994601249695, 0.615371823310852, 0.6614083051681519]]"
74687629_167062667721094_7897302209915588769_n.jpg,1,3,3,3,3,3,3,Skull Sweatshirt by @descendingclothing,"[[0.15986189246177673, 0.1434556543827057, 0.16585105657577515], [0.9750473499298096, 0.9747523069381714, 0.9751147031784058], [0.6517328023910522, 0.6751161217689514, 0.6926582455635071], [0.15252244472503662, 0.4587911367416382, 0.5609607100486755], [0.3910715579986572, 0.38834500312805176, 0.40588006377220154]]"
75146274_2825133650844075_5741178474193178394_n.jpg,2,2,2,2,2,2,2,@pleasures,"[[0.152557373046875, 0.08054006099700928, 0.11058211326599121], [0.7959635257720947, 0.6539199352264404, 0.6364375948905945], [0.9946691393852234, 0.9914900064468384, 0.9917559623718262], [0.5647739171981812, 0.425743967294693, 0.4298419952392578], [0.3966429829597473, 0.21287429332733154, 0.23559725284576416]]"
72480004_137899594302133_9189640149168965387_n.jpg,1,3,4,5,5,6,6,@arrogantbastard.xyz,"[[0.9992793798446655, 0.9991262555122375, 0.9993432760238647], [0.09331014752388, 0.12898361682891846, 0.16914477944374084], [0.08990612626075745, 0.6378137469291687, 0.8367246389389038], [0.681399941444397, 0.5219780802726746, 0.7047752141952515], [0.34066158533096313, 0.7602614760398865, 0.9062464833259583]]"
79197433_133790821382072_2289604448820392381_n.jpg,2,2,2,2,2,4,4,@theartistjohn,"[[0.683436930179596, 0.6274519562721252, 0.6201797127723694], [0.9988951086997986, 0.9986890554428101, 0.9983799457550049], [0.3934129774570465, 0.3182651996612549, 0.3095790445804596], [0.6338443160057068, 0.578794002532959, 0.5440651178359985], [0.7110796570777893, 0.35758697986602783, 0.29679569602012634]]"
77377552_2339717403005934_1300507301493074432_n.jpg,1,3,3,3,3,3,3,@teamsesh,"[[0.9987040758132935, 0.9984656572341919, 0.998914361000061], [0.103884756565094, 0.10384976863861084, 0.10548597574234009], [0.6960862278938293, 0.6879787445068359, 0.7111541628837585], [0.7927365303039551, 0.7841379642486572, 0.8087579011917114], [0.39915597438812256, 0.3955162465572357, 0.4071025848388672]]"
74645236_2954597421236977_8873432292199633448_n.jpg,1,3,4,5,5,6,7,"@thestonecoldstudios Ethereal Dreams Hoodie 
Dropping Today","[[0.18109047412872314, 0.17240381240844727, 0.20116981863975525], [0.9978312849998474, 0.9977510571479797, 0.99814772605896], [0.4206419885158539, 0.5054516792297363, 0.6579737067222595], [0.23085182905197144, 0.22118601202964783, 0.2592134177684784], [0.09038060903549194, 0.0848054587841034, 0.10916399955749512]]"
78955890_472635353382614_5705779597847497395_n.jpg,1,3,3,3,3,3,3,@lostappeal,"[[0.8647823929786682, 0.882739782333374, 0.9047467112541199], [0.644851803779602, 0.6528199911117554, 0.6756863594055176], [0.991382360458374, 0.9942063689231873, 0.9968196749687195], [0.20303243398666382, 0.21029013395309448, 0.22694605588912964], [0.7688374519348145, 0.7853823900222778, 0.8088273406028748]]"
70334203_280980249492246_3317101698936737779_n.jpg,1,3,3,3,3,3,3,Jean Paul Gaultier 2003,"[[0.9991401433944702, 0.9991401433944702, 0.9991401433944702], [0.11170545220375061, 0.11170545220375061, 0.11170545220375061], [0.6063854098320007, 0.6063854098320007, 0.6063854098320007], [0.058297932147979736, 0.058297932147979736, 0.058297932147979736], [0.21438801288604736, 0.21438801288604736, 0.21438801288604736]]"
72114694_852118048524505_2419341819604795796_n.jpg,1,3,4,5,5,6,6,Prada ss16,"[[0.9975420236587524, 0.9979538917541504, 0.9982530474662781], [0.039840489625930786, 0.0815267264842987, 0.1560964286327362], [0.06347006559371948, 0.713214635848999, 0.9403657913208008], [0.5440280437469482, 0.4719822406768799, 0.4915786683559418], [0.06242373585700989, 0.13020777702331543, 0.2473728060722351]]"
74698412_563233181160365_3668366854038037460_n.jpg,2,2,2,2,6,7,8,Gosha Rubchinskiy,"[[0.9959275722503662, 0.9957752823829651, 0.9960784316062927], [0.14231520891189575, 0.1187930703163147, 0.12274658679962158], [0.7688851952552795, 0.23739996552467346, 0.17356103658676147], [0.25759822130203247, 0.2546805739402771, 0.3721107542514801], [0.8230372071266174, 0.796049952507019, 0.5200015902519226]]"
75352142_2615063382050613_2364840280420179548_n.jpg,2,2,2,2,6,7,8,The North Face x Junya Watanabe Comme Des Garçons Man F/W 2009 via @awhere.clo,"[[0.9949710369110107, 0.994306206703186, 0.993746280670166], [0.8284004926681519, 0.4264451861381531, 0.2217329442501068], [0.629149317741394, 0.31056246161460876, 0.17288607358932495], [0.9691106677055359, 0.5499984622001648, 0.2919679880142212], [0.43534794449806213, 0.1715097427368164, 0.088885098695755]]"
73537454_154207435927663_2704299853696755537_n.jpg,1,3,3,3,3,3,3,@lonelyworlddd,"[[0.9984690546989441, 0.9986500144004822, 0.9987426996231079], [0.19958007335662842, 0.3231373429298401, 0.4156571924686432], [0.6495127081871033, 0.6698159575462341, 0.6946690678596497], [0.05791354179382324, 0.09392523765563965, 0.14775460958480835], [0.2526412606239319, 0.38246047496795654, 0.4827943444252014]]"
72781846_518905878703974_821680839554902656_n.jpg,1,3,3,3,3,3,3,Margiela 2018,"[[0.5865405201911926, 0.6856032609939575, 0.7567481994628906], [0.9967509508132935, 0.9979192018508911, 0.9980983734130859], [0.4169709086418152, 0.42370232939720154, 0.4329759180545807], [0.6683370471000671, 0.7854118943214417, 0.864006757736206], [0.22808533906936646, 0.16905581951141357, 0.11772537231445312]]"
74386704_191048755273747_6459008794210738785_n.jpg,2,2,2,2,2,2,2,Vivienne Westwood via @unknown_store.us,"[[0.9977076053619385, 0.9977196455001831, 0.9975630044937134], [0.08679604530334473, 0.09471151232719421, 0.13790416717529297], [0.2300872504711151, 0.22640791535377502, 0.26922333240509033], [0.6940408945083618, 0.4374995827674866, 0.4856501519680023], [0.1333819180727005, 0.1381017416715622, 0.18213750422000885]]"
74934733_2427668187359693_7704913911823280631_n.jpg,1,3,3,3,3,3,3,Issey Miyake via @con.tumacy,"[[0.9937029480934143, 0.9950754046440125, 0.996596097946167], [0.7171236276626587, 0.733478307723999, 0.7551568746566772], [0.19884508848190308, 0.23291009664535522, 0.296580970287323], [0.8472800254821777, 0.8622576594352722, 0.8825367093086243], [0.5818067193031311, 0.601047158241272, 0.6249236464500427]]"
75388573_472848326922186_2670417081171492683_n.jpg,2,2,2,2,2,2,2,@sethron.h,"[[0.12766069173812866, 0.09631514549255371, 0.08258211612701416], [0.997839629650116, 0.9964686036109924, 0.9946762323379517], [0.7889057993888855, 0.6882380247116089, 0.6038745641708374], [0.5366852283477783, 0.45976361632347107, 0.39538660645484924], [0.28431856632232666, 0.22940027713775635, 0.20022854208946228]]"
73393302_191559808665254_8807242993765007498_n.jpg,2,2,2,2,2,4,4,@ytg.la,"[[0.9991527199745178, 0.998785138130188, 0.998543381690979], [0.8224090337753296, 0.15812397003173828, 0.24057477712631226], [0.8789135217666626, 0.7996067404747009, 0.7380958199501038], [0.49098455905914307, 0.11662018299102783, 0.18165326118469238], [0.6488490104675293, 0.4431077539920807, 0.2435958981513977]]"
73273565_210544026621519_2725585015969563887_n.jpg,1,3,4,5,5,6,6,Nike x CPFM,"[[0.3568699359893799, 0.5485494136810303, 0.889015257358551], [0.9932982921600342, 0.9953086376190186, 0.9954543113708496], [0.1380757987499237, 0.1508932113647461, 0.2098652720451355], [0.06206464767456055, 0.5295069217681885, 0.9023346304893494], [0.255218505859375, 0.3944441080093384, 0.7040539383888245]]"
72842637_165629797850421_3225606342032712718_n.jpg,2,2,2,2,2,4,4,Bape,"[[0.8536452054977417, 0.1838453710079193, 0.21023961901664734], [0.966448187828064, 0.9830528497695923, 0.9925875663757324], [0.9281221628189087, 0.8248521685600281, 0.7357504367828369], [0.7725704908370972, 0.6425113081932068, 0.5745522379875183], [0.6717869639396667, 0.08146917819976807, 0.09942406415939331]]"
74926546_464604374168335_3648138895285485285_n.jpg,1,3,3,3,3,3,3,Vivienne Westwood,"[[0.28320860862731934, 0.2763323485851288, 0.3107914924621582], [0.9986319541931152, 0.9987521767616272, 0.9987011551856995], [0.11546766757965088, 0.11144599318504333, 0.13323304057121277], [0.219078928232193, 0.21281537413597107, 0.24368059635162354], [0.654776930809021, 0.6538634300231934, 0.6710225343704224]]"
75305431_180198266430385_85741338701490547_n.jpg,1,3,3,3,3,3,3,Louis Vuitton,"[[0.998550295829773, 0.9985108375549316, 0.9983769655227661], [0.13073518872261047, 0.13132503628730774, 0.13975879549980164], [0.20824846625328064, 0.20807957649230957, 0.2169150710105896], [0.0723859965801239, 0.07293668389320374, 0.08011871576309204], [0.31102651357650757, 0.3108455538749695, 0.3185884654521942]]"
74665272_3254744494567989_5636630997691919785_n.jpg,1,3,3,3,3,3,3,The North Face x Brain Dead,"[[0.2017810344696045, 0.2818962335586548, 0.4208506941795349], [0.9950078725814819, 0.9952130317687988, 0.9951594471931458], [0.0739496648311615, 0.12094065546989441, 0.19966375827789307], [0.1476585566997528, 0.20816254615783691, 0.3198646903038025], [0.7270326614379883, 0.7319279313087463, 0.7415899634361267]]"
75458058_230790171238981_5198800038256693362_n.jpg,2,2,2,2,6,7,8,@knightour,"[[0.9230322241783142, 0.7278486490249634, 0.24497589468955994], [0.9989029765129089, 0.9983527660369873, 0.9958633184432983], [0.7246701121330261, 0.5286459922790527, 0.06613677740097046], [0.2768446207046509, 0.22189587354660034, 0.11947005987167358], [0.8741735816001892, 0.6753156781196594, 0.18664607405662537]]"
72781853_160553581850782_6307396914193821305_n.jpg,1,3,3,3,3,3,3,Kapital,"[[0.9617013931274414, 0.9752360582351685, 0.9848126769065857], [0.08314964175224304, 0.07941538095474243, 0.11321708559989929], [0.4091392755508423, 0.3946659564971924, 0.40901127457618713], [0.7094522714614868, 0.690054178237915, 0.6897270083427429], [0.201425701379776, 0.19453293085098267, 0.22570204734802246]]"
75616150_158271775574692_8371011522982607672_n.jpg,1,1,1,1,1,1,1,@_______cloud9 Grenade Vest,"[[0.995952844619751, 0.9957276582717896, 0.9951733350753784], [0.1419203281402588, 0.1366422176361084, 0.09882557392120361], [0.4478858709335327, 0.44474250078201294, 0.37207573652267456], [0.32266709208488464, 0.318765252828598, 0.2552169859409332], [0.6412453651428223, 0.6378030776977539, 0.6050280332565308]]"
77301978_164652521295732_4461548523822366204_n.jpg,1,3,3,3,3,3,3,@_deathbound,"[[0.1849367618560791, 0.20177102088928223, 0.23127102851867676], [0.9898889064788818, 0.9896125793457031, 0.9899546504020691], [0.5116193294525146, 0.4954582750797272, 0.47421836853027344], [0.33924436569213867, 0.36897605657577515, 0.40871331095695496], [0.7888044118881226, 0.7881429195404053, 0.7893006801605225]]"
73524856_1063798200633989_300989689177803221_n.jpg,1,3,3,3,3,3,3,Carol Christian Poell,"[[0.09837153553962708, 0.09764721989631653, 0.09749865531921387], [0.9982438087463379, 0.9982537627220154, 0.9979525804519653], [0.17593997716903687, 0.17502820491790771, 0.17437198758125305], [0.3160993456840515, 0.31485533714294434, 0.3138011693954468], [0.5542215704917908, 0.5504086017608643, 0.5460826754570007]]"
69874510_851601091927458_115961950305767465_n.jpg,2,2,2,2,2,4,4,@slowthai merch,"[[0.1065162718296051, 0.10610207915306091, 0.10644423961639404], [0.9975690841674805, 0.9975392818450928, 0.9964268207550049], [0.030021071434020996, 0.029736697673797607, 0.02968662977218628], [0.32398635149002075, 0.42475393414497375, 0.4635502099990845], [0.8574679493904114, 0.2933887243270874, 0.26361438632011414]]"
71722206_3393019760723337_5934037704524010641_n.jpg,1,1,1,4,4,5,5,Siberia Hills,"[[0.9964302778244019, 0.9987934231758118, 0.9969463348388672], [0.5017275214195251, 0.8735026717185974, 0.5890706181526184], [0.11476725339889526, 0.15493184328079224, 0.1134222149848938], [0.6040385961532593, 0.9390295743942261, 0.6798416376113892], [0.32874104380607605, 0.6033790111541748, 0.3786514103412628]]"
74601355_177039290082241_4775951063775906729_n.jpg,2,2,2,2,2,4,4,Stone Island aw09,"[[0.998690664768219, 0.9979277849197388, 0.9977710247039795], [0.7692265510559082, 0.2165355384349823, 0.20732906460762024], [0.9112207293510437, 0.3003411889076233, 0.27646857500076294], [0.4284961521625519, 0.07595795392990112, 0.07478266954421997], [0.6256169080734253, 0.1494995355606079, 0.14417248964309692]]"
71343125_3045534678806711_4329881487920145394_n.jpg,1,3,3,3,3,3,3,CDG,"[[0.9977442026138306, 0.9977394342422485, 0.9977635145187378], [0.10515213012695312, 0.10514497756958008, 0.10527697205543518], [0.4268150329589844, 0.42684295773506165, 0.42984017729759216], [0.22607162594795227, 0.2260364294052124, 0.2264934778213501], [0.78780198097229, 0.7876718044281006, 0.7902557849884033]]"
73387370_561642621075937_8100106747460189529_n.jpg,1,3,3,3,3,3,3,Supreme,"[[0.9957517981529236, 0.9957617521286011, 0.9961073398590088], [0.18020683526992798, 0.20199692249298096, 0.2358972430229187], [0.496895432472229, 0.5035901069641113, 0.5242298245429993], [0.7591115832328796, 0.7650058269500732, 0.7808341383934021], [0.22844889760017395, 0.2501610517501831, 0.28668102622032166]]"
74645239_969803606711755_4490004844152939565_n.jpg,1,3,3,3,3,3,3,Jean Paul Gaultier AW03,"[[0.16366586089134216, 0.15172135829925537, 0.1621534526348114], [0.9982378482818604, 0.9983574151992798, 0.9983807802200317], [0.5228369832038879, 0.539764404296875, 0.5557177066802979], [0.24505943059921265, 0.22600868344306946, 0.23989272117614746], [0.08957576751708984, 0.08216673135757446, 0.09215784072875977]]"
75440999_146470793326247_5396108553656509834_n.jpg,1,3,3,3,3,3,3,@inbeverlyhills,"[[0.11413651704788208, 0.11413651704788208, 0.11413651704788208], [0.9964874982833862, 0.9964874982833862, 0.9964874982833862], [0.4309130907058716, 0.4309130907058716, 0.4309130907058716], [0.7223429679870605, 0.7223429679870605, 0.7223429679870605], [0.056047141551971436, 0.056047141551971436, 0.056047141551971436]]"
75324267_174203650362467_318784208963628306_n.jpg,1,3,3,3,3,3,3,Kapital,"[[0.0927344560623169, 0.10808008909225464, 0.13181763887405396], [0.8728224635124207, 0.8799067735671997, 0.8615303635597229], [0.6969407796859741, 0.6525421738624573, 0.5884878039360046], [0.21271154284477234, 0.22759321331977844, 0.24931460618972778], [0.9955357909202576, 0.9963269233703613, 0.9955573081970215]]"
76875180_192488871794347_5827521301929243787_n.jpg,1,1,1,1,1,1,1,Issey Miyake via @whereendsmeet,"[[0.7574123740196228, 0.719772458076477, 0.6792373061180115], [0.9983882308006287, 0.9972498416900635, 0.9952366352081299], [0.4614581763744354, 0.42612552642822266, 0.38705992698669434], [0.21560674905776978, 0.1899256706237793, 0.15916115045547485], [0.6277192234992981, 0.5916697382926941, 0.5519192218780518]]"
71962112_2680164248713420_4738029494891230490_n.jpg,2,2,2,2,2,4,4,@renditionsco,"[[0.9991573095321655, 0.9991668462753296, 0.999150276184082], [0.05379354953765869, 0.04761838912963867, 0.049822211265563965], [0.6822447180747986, 0.6742548942565918, 0.69679194688797], [0.8164939880371094, 0.21464869379997253, 0.10995727777481079], [0.3479492962360382, 0.3270617127418518, 0.3569706082344055]]"
75561374_2483427925233444_1075637290360942595_n.jpg,1,3,4,5,5,6,6,Ganryu 2015,"[[0.13319307565689087, 0.41264966130256653, 0.7301269173622131], [0.9954535961151123, 0.9956268072128296, 0.9936341643333435], [0.02950805425643921, 0.1881517767906189, 0.5181035399436951], [0.869464635848999, 0.8687689304351807, 0.828234076499939], [0.453504741191864, 0.6431352496147156, 0.8019390106201172]]"
72305163_127391098695580_9202056436905600581_n.jpg,2,2,2,2,6,7,8,Nike x CPFM,"[[0.9171737432479858, 0.7231624722480774, 0.3997063636779785], [0.9979404807090759, 0.9973165988922119, 0.9947094321250916], [0.23964160680770874, 0.18508100509643555, 0.20096895098686218], [0.8179918527603149, 0.6185775995254517, 0.31931695342063904], [0.6107524633407593, 0.1460573673248291, 0.09580451250076294]]"
75595283_151044562910580_1973493991378566977_n.jpg,1,3,3,3,3,3,3,@uptopnyc,"[[0.11445540189743042, 0.11532747745513916, 0.11975300312042236], [0.9935146570205688, 0.993660032749176, 0.9943152666091919], [0.5747498869895935, 0.5782336592674255, 0.5872448682785034], [0.8059723377227783, 0.8094099760055542, 0.8183654546737671], [0.32272228598594666, 0.32550889253616333, 0.3332946002483368]]"
74886239_209107943425638_3003332728439986686_n.jpg,1,1,1,1,1,1,1,@adamaneven,"[[0.6647738218307495, 0.5988552570343018, 0.5221806764602661], [0.9977208375930786, 0.9976952075958252, 0.9968845844268799], [0.10101944208145142, 0.10223984718322754, 0.10491490364074707], [0.4751569926738739, 0.42538052797317505, 0.36853668093681335], [0.8283484578132629, 0.7434163689613342, 0.6440132856369019]]"
70998083_727695177754292_157675222069413788_n.jpg,2,2,2,2,6,7,8,@ytg.la,"[[0.9980425834655762, 0.9981839656829834, 0.9969686269760132], [0.7210010290145874, 0.24713298678398132, 0.38772520422935486], [0.16767531633377075, 0.25735267996788025, 0.3579197824001312], [0.8796553611755371, 0.673393964767456, 0.25493112206459045], [0.41272810101509094, 0.5126498937606812, 0.43586379289627075]]"
73407389_450614215659309_4218792897290968334_n.jpg,1,3,3,3,3,3,3,Kapital,"[[0.11866849660873413, 0.13092005252838135, 0.15488529205322266], [0.9910925626754761, 0.9923466444015503, 0.992072343826294], [0.8463730812072754, 0.8513286113739014, 0.847114622592926], [0.21885085105895996, 0.23517566919326782, 0.2675497829914093], [0.6181747913360596, 0.5136041641235352, 0.5325685739517212]]"
74534344_193890628318311_4403048908404507432_n.jpg,1,3,4,5,5,6,6,@cashcult,"[[0.13789480924606323, 0.15094506740570068, 0.24317961931228638], [0.9947330355644226, 0.9943915009498596, 0.9959886074066162], [0.23692643642425537, 0.30723837018013, 0.5365092754364014], [0.8163861036300659, 0.8166894912719727, 0.8515429496765137], [0.5694582462310791, 0.5784924626350403, 0.6647101640701294]]"
73412349_187438792390244_606766071068784776_n.jpg,2,2,2,2,2,2,2,@hieromaar,"[[0.9949727058410645, 0.9948318004608154, 0.9950953125953674], [0.14225566387176514, 0.07509541511535645, 0.10427480936050415], [0.9022482633590698, 0.5343531966209412, 0.15972375869750977], [0.2611912488937378, 0.26814892888069153, 0.3689398467540741], [0.5899418592453003, 0.567097544670105, 0.645409345626831]]"
74473205_255988468702660_34536470866537280_n.jpg,1,1,1,4,4,5,5,@lukeslaundry,"[[0.995369553565979, 0.9953669309616089, 0.9953269362449646], [0.09016484022140503, 0.10640621185302734, 0.11600232124328613], [0.9509061574935913, 0.8810744285583496, 0.5205013751983643], [0.18016695976257324, 0.22526630759239197, 0.22186878323554993], [0.6236922740936279, 0.5926491022109985, 0.43858203291893005]]"
73158862_200492924312138_8983798464396724912_n.jpg,1,1,1,1,1,1,1,Yeezy,"[[0.8792938590049744, 0.8557330965995789, 0.8173927664756775], [0.5664803981781006, 0.5234693288803101, 0.47513675689697266], [0.994770884513855, 0.9927928447723389, 0.9899156093597412], [0.7529876232147217, 0.7238423824310303, 0.6865260004997253], [0.2790772318840027, 0.23188722133636475, 0.18350040912628174]]"
77017252_2524414947655176_2864837306919451652_n.jpg,2,2,2,2,2,2,2,@999dfa,"[[0.997433602809906, 0.996111273765564, 0.9955401420593262], [0.08337914943695068, 0.07560759782791138, 0.11402261257171631], [0.5594375729560852, 0.509631872177124, 0.529934823513031], [0.2859131991863251, 0.22753220796585083, 0.2593793570995331], [0.8775191903114319, 0.768631100654602, 0.7352961897850037]]"
74670591_748063615713455_5870004013650144787_n.jpg,2,2,2,2,2,4,4,Supreme x The North Face,"[[0.4917846918106079, 0.19880110025405884, 0.2520884573459625], [0.9969163537025452, 0.9960566163063049, 0.9964680671691895], [0.30318525433540344, 0.12225466966629028, 0.17632541060447693], [0.16984793543815613, 0.07855704426765442, 0.11837562918663025], [0.6764021515846252, 0.2789173126220703, 0.32310575246810913]]"
74602358_980852972285478_630169964935782301_n.jpg,2,2,2,2,2,2,2,@pleasures,"[[0.2644492983818054, 0.17171934247016907, 0.22194385528564453], [0.9978740215301514, 0.9976673722267151, 0.998115062713623], [0.4635254144668579, 0.3329853415489197, 0.5276816487312317], [0.15495938062667847, 0.11511191725730896, 0.155466228723526], [0.38339197635650635, 0.2466951459646225, 0.32190626859664917]]"
73285738_176718513379683_1553984409142529195_n.jpg,1,3,3,3,3,3,3,@lacylorel,"[[0.08225774765014648, 0.0839087963104248, 0.12717655301094055], [0.9991132616996765, 0.9989853501319885, 0.9991852045059204], [0.38243842124938965, 0.37764525413513184, 0.4061132073402405], [0.03944242000579834, 0.03929758071899414, 0.07058677077293396], [0.7070974707603455, 0.7017792463302612, 0.7265794277191162]]"
72346288_543968896149363_6131725461449294893_n.jpg,1,3,3,3,3,3,3,Stussy,"[[0.5103874206542969, 0.45027559995651245, 0.43970268964767456], [0.9980166554450989, 0.9980435371398926, 0.9979445934295654], [0.20643740892410278, 0.18871638178825378, 0.2119910717010498], [0.6528305411338806, 0.6681497693061829, 0.6531350612640381], [0.31013476848602295, 0.31922444701194763, 0.3684055209159851]]"
72782394_711883109305879_9040857042008669563_n.jpg,1,1,1,1,1,1,1,@cactusplantfleamarket via @sunday_fleamarket,"[[0.9941504597663879, 0.9909910559654236, 0.9868958592414856], [0.6324602961540222, 0.592110276222229, 0.5576552152633667], [0.801010251045227, 0.7693031430244446, 0.7371123433113098], [0.34770894050598145, 0.3433198928833008, 0.3606328070163727], [0.9126392602920532, 0.8845968246459961, 0.8542362451553345]]"
70392582_153009699410571_9191923049302418816_n.jpg,1,3,3,3,3,3,3,Undercover via @archivereloaded,"[[0.07783862948417664, 0.0781501829624176, 0.09039151668548584], [0.9981995820999146, 0.998005211353302, 0.9977096915245056], [0.27201947569847107, 0.2724449336528778, 0.2970291078090668], [0.6532575488090515, 0.6483827233314514, 0.6471664309501648], [0.1663873791694641, 0.16810151934623718, 0.18219739198684692]]"
72577529_165345487879003_1218031686820906167_n.jpg,1,3,3,3,3,3,3,Raf Simons 2002,"[[0.08312764763832092, 0.16547438502311707, 0.12097641825675964], [0.9971760511398315, 0.9980791807174683, 0.998274564743042], [0.2193315178155899, 0.21815678477287292, 0.19082269072532654], [0.5987278819084167, 0.6138162016868591, 0.6047537922859192], [0.35924044251441956, 0.36351025104522705, 0.3448601961135864]]"
70329733_398720754344192_528392984410337417_n.jpg,1,3,3,3,3,3,3,Dior,"[[0.9969190955162048, 0.9966457486152649, 0.9969291090965271], [0.8643927574157715, 0.8469091057777405, 0.8549010753631592], [0.21626794338226318, 0.19160819053649902, 0.21767133474349976], [0.7436756491661072, 0.714759886264801, 0.7241584062576294], [0.9076743721961975, 0.8962898254394531, 0.9032086133956909]]"
74621035_510348723028848_8201030815780908464_n.jpg,1,3,4,5,5,6,6,Maison Margiela via @con.tumacy,"[[0.6456529498100281, 0.42420339584350586, 0.37826791405677795], [0.321847528219223, 0.31571313738822937, 0.3163348436355591], [0.14864662289619446, 0.6782333254814148, 0.9682113528251648], [0.9910565614700317, 0.9942470788955688, 0.9933867454528809], [0.9348564147949219, 0.9273861646652222, 0.2291107475757599]]"
73423664_1455495001276020_42816646597143341_n.jpg,1,1,1,1,1,1,1,@unshook “Honor & Horror” Trench Coat made from authentic military uniforms,"[[0.3107641041278839, 0.29430994391441345, 0.2533453702926636], [0.99882972240448, 0.9988316297531128, 0.9988676905632019], [0.5491503477096558, 0.5321516990661621, 0.477687269449234], [0.15490102767944336, 0.14413660764694214, 0.11435723304748535], [0.4325700104236603, 0.41632431745529175, 0.3679659068584442]]"
71225258_480619222569680_1767199199517334220_n.jpg,2,2,2,2,2,4,4,@badman.usa,"[[0.1168588399887085, 0.09095871448516846, 0.1294877529144287], [0.9957255721092224, 0.9956458806991577, 0.9957414865493774], [0.7844040393829346, 0.19296276569366455, 0.3008216917514801], [0.6296054124832153, 0.6113584041595459, 0.6288478374481201], [0.39842933416366577, 0.1765936017036438, 0.22690856456756592]]"
74662017_754523845042822_4180327393737021634_n.jpg,1,1,1,1,1,1,1,Yohji Yamamoto 2004,"[[0.8934924006462097, 0.8821747899055481, 0.8325105309486389], [0.14788949489593506, 0.14485085010528564, 0.16056972742080688], [0.5791945457458496, 0.5495729446411133, 0.4999638497829437], [0.9989873766899109, 0.9988189935684204, 0.9980310797691345], [0.8143415451049805, 0.79632568359375, 0.7378137111663818]]"
74433778_204652033903724_5756704866180393774_n.jpg,1,3,3,3,3,3,3,@hypland,"[[0.13616988062858582, 0.13242700695991516, 0.150392085313797], [0.9965567588806152, 0.9962834119796753, 0.9962624311447144], [0.4589792788028717, 0.45172420144081116, 0.45617038011550903], [0.2776016592979431, 0.27328020334243774, 0.28558093309402466], [0.6722912192344666, 0.6638352274894714, 0.6656889319419861]]"
